Êý¾Ý×éÊý,ÎÀÐÇPRNºÅ,ÀúÔª,ÎÀÐÇÖÓÆ«²î(s),ÎÀÐÇÖÓÆ¯ÒÆ(s/s),ÎÀÐÇÖÓÆ¯ÒÆËÙ¶È(s/s*s),IODE,C_rs,n,M0,C_uc,e,C_us,sqrt_A,TEO,C_ic,OMEGA,C_is,I_0,C_rc,w,OMEGA_DOT,IDOT,L2_code,PS_week_num,L2_P_code,ÎÀÐÇ¾«¶È(m),ÎÀÐÇ½¡¿µ×´Ì¬,TGD,IODC
128,25,22  9 23  6  0  0.0,0.000374978408217,3.97903932026e-12,0.0,99.0,-12.0,5.10878422994e-09,-2.1293560586,7.15255737305e-07,0.0105492977891,4.4833868742e-06,5153.60510826,453600.0,1.50874257088e-07,-1.62750797144,-3.53902578354e-08,0.955063703974,287.6875,1.0037156838,-8.21569935971e-09,2.64296723305e-11,1.0,2228.0,0.0,2.0,0.0,5.58793544769e-09,99.0
129,27,22  9 23  6  0  0.0,0.000208273995668,4.66116034659e-12,0.0,37.0,-5.90625,4.22624746874e-09,1.64005065947,1.78813934326e-07,0.0106040943647,1.15130096674e-05,5153.66637039,453600.0,-2.51457095146e-07,-0.573323239203,1.26659870148e-07,0.970955043672,163.5,0.687370520107,-7.89318592573e-09,4.19303179946e-10,1.0,2228.0,0.0,2.0,0.0,1.39698386192e-09,37.0
130,28,22  9 23  6  0  0.0,0.000336263794452,2.95585778076e-12,0.0,57.0,-21.3125,4.73198282036e-09,2.07483662157,1.19395554066e-06,0.0164579777047,4.76092100143e-06,5153.65532303,453600.0,2.30967998505e-07,-1.52619243586,-4.47034835815e-08,0.966527238299,289.40625,-1.26104381513,-7.96997483859e-09,3.11798701953e-10,1.0,2228.0,0.0,2.0,63.0,-1.11758708954e-08,57.0
131,29,22  9 23  6  0  0.0,0.000553891062736,3.18323145621e-12,0.0,14.0,22.28125,3.92409202561e-09,1.54087179328,1.09896063805e-06,0.00221733469516,1.1321157217e-05,5153.64900207,453600.0,7.45058059692e-09,-0.495863780842,-7.63684511185e-08,0.979703943322,167.625,2.45984874463,-7.65603319023e-09,3.84301721995e-10,1.0,2228.0,0.0,2.0,0.0,-1.02445483208e-08,14.0
132,30,22  9 23  6  0  0.0,0.000537107698619,2.27373675443e-13,0.0,36.0,49.78125,5.04306720685e-09,-1.34793411532,2.46055424213e-06,0.00594214908779,8.27386975288e-06,5153.70974159,453600.0,8.19563865662e-08,-2.65238716883,-5.96046447754e-08,0.936081943982,202.84375,-2.65543223135,-8.27248743945e-09,5.95024785171e-10,1.0,2228.0,0.0,2.0,0.0,3.72529029846e-09,36.0
133,31,22  9 23  6  0  0.0,0.00019433349371,1.36424205266e-12,0.0,94.0,38.21875,4.64555064869e-09,-1.77416839669,1.63540244103e-06,0.0105458952021,8.44895839691e-06,5153.58535957,453600.0,6.33299350738e-08,-2.64323384841,-1.49011611938e-07,0.955102392305,209.6875,0.42931634108,-7.96961768085e-09,7.16815572531e-10,1.0,2228.0,0.0,2.0,0.0,-1.35041773319e-08,94.0
134,32,22  9 23  6  0  0.0,0.000241591595113,1.14823706099e-11,0.0,38.0,-94.53125,4.16481633846e-09,2.35117431418,4.80003654957e-06,0.00609558296855,1.09821557999e-05,5153.65636826,453600.0,-4.47034835815e-08,2.56188664137,-1.30385160446e-07,0.958913920031,163.75,-2.29345310977,-7.83389774186e-09,7.71460705863e-11,1.0,2228.0,0.0,2.0,0.0,4.65661287308e-10,38.0
135,1,22  9 23  7 59 44.0,0.000279171857983,6.36646291241e-12,0.0,14.0,94.625,4.06231206875e-09,0.434216411519,5.06266951561e-06,0.0119917532429,7.49155879021e-06,5153.66097069,460784.0,-5.02914190292e-08,0.48972501963,7.63684511185e-08,0.988777692708,248.28125,0.943720475643,-8.11712382507e-09,2.3750989324e-10,1.0,2228.0,0.0,2.0,0.0,5.12227416039e-09,14.0
136,3,22  9 23  7 59 44.0,0.000355331692845,5.57065504836e-12,0.0,18.0,-38.03125,4.62697844651e-09,-0.668408218388,2.03400850296e-06,0.00451723637525,2.27615237236e-06,5153.54634094,460784.0,-2.04890966415e-08,1.52266559492,1.06170773506e-07,0.97505630086,341.9375,1.06007304041,-8.43677999718e-09,2.42867259253e-10,1.0,2228.0,0.0,2.0,0.0,1.86264514923e-09,18.0
137,5,22  9 23  7 59 44.0,9.77162271738e-05,1.47792889038e-12,0.0,3.0,-33.0,4.80877173322e-09,2.95408014735,1.73225998879e-06,0.00610873568803,1.9446015358e-06,5153.78785515,460784.0,4.842877388e-08,1.47934323485,-1.11758708954e-07,0.962083305717,341.5625,1.11397452183,-8.37677749784e-09,2.067943281e-10,1.0,2228.0,0.0,2.0,0.0,-1.11758708954e-08,3.0
138,24,22  9 23  7 59 44.0,0.000125737860799,1.34150468512e-11,0.0,42.0,50.875,5.06949687918e-09,0.756367363108,2.66171991825e-06,0.0130462867674,9.22568142414e-06,5153.6758976,460784.0,-2.04890966415e-07,-2.74870030432,1.19209289551e-07,0.934541422487,189.59375,0.839374262416,-8.44178020546e-09,3.71444043564e-10,1.0,2228.0,0.0,2.0,0.0,2.79396772385e-09,42.0
139,31,22  9 23  7 59 44.0,0.000194344203919,1.36424205266e-12,0.0,2.0,44.71875,4.65912264259e-09,-0.72635582839,2.50153243542e-06,0.0105457168538,8.25338065624e-06,5153.58353805,460784.0,2.51457095146e-07,-2.6432906462,7.264316082e-08,0.955106323166,212.1875,0.429405769263,-8.17426906255e-09,5.5752322308e-10,1.0,2228.0,0.0,2.0,0.0,-1.35041773319e-08,2.0
140,1,22  9 23  8  0  0.0,0.000279170460999,6.48014975013e-12,0.0,93.0,94.625,4.06231206875e-09,0.436549723431,5.06266951561e-06,0.0119917500997,7.49155879021e-06,5153.6609726,460800.0,-5.02914190292e-08,0.489724887967,7.63684511185e-08,0.988777707338,248.28125,0.943720977424,-8.11712382507e-09,2.37152735506e-10,1.0,2228.0,0.0,2.82842707634,0.0,5.12227416039e-09,93.0
141,2,22  9 23  8  0  0.0,0.000645056366921,1.36424205266e-12,0.0,97.0,88.90625,4.55626121514e-09,-0.030339493156,4.70690429211e-06,0.0200054849265,7.76350498199e-06,5154.89406204,460800.0,-2.47731804848e-07,0.395985619328,-6.70552253723e-08,0.966752336041,237.90625,-1.3931943547,-8.46820987779e-09,2.61796619166e-10,1.0,2228.0,0.0,2.0,0.0,-1.72294676304e-08,97.0
142,3,22  9 23  8  0  0.0,0.000355334952474,5.57065504836e-12,0.0,82.0,-38.03125,4.62697844651e-09,-0.666074126741,2.03400850296e-06,0.00451724103186,2.27615237236e-06,5153.54634285,460800.0,-2.04890966415e-08,1.52266545886,1.06170773506e-07,0.975056305249,341.9375,1.06007283707,-8.43677999718e-09,2.43224416987e-10,1.0,2228.0,0.0,4.0,0.0,1.86264514923e-09,82.0
143,4,22  9 23  8  0  0.0,0.000114543829113,5.68434188608e-12,0.0,70.0,-94.53125,4.13088635371e-09,2.3467319791,4.82425093651e-06,0.00201883306727,1.09225511551e-05,5153.76084137,460800.0,-7.45058059692e-09,2.60440931921,-9.31322574616e-09,0.962074880772,171.3125,-3.09761172584,-7.8260402717e-09,1.85722021782e-10,1.0,2228.0,0.0,2.0,0.0,-4.65661287308e-09,582.0
144,5,22  9 23  8  0  0.0,9.77162271738e-05,1.47792889038e-12,0.0,96.0,-33.0,4.80877173322e-09,2.95641296187,1.73225998879e-06,0.00610873464029,1.9446015358e-06,5153.78784752,460800.0,4.842877388e-08,1.47934310172,-1.11758708954e-07,0.962083285236,341.5625,1.11397533375,-8.37677749784e-09,2.067943281e-10,1.0,2228.0,0.0,2.0,0.0,-1.117587e-08,96.0
145,6,22  9 23  8  0  0.0,0.000469853170216,1.20508047985e-11,0.0,49.0,90.53125,3.91909181733e-09,0.647566675511,4.66965138912e-06,0.00244614377152,7.47106969357e-06,5153.52702332,460800.0,-4.09781932831e-08,0.481453566702,-3.72529029846e-08,0.988085627127,250.71875,-0.894067337585,-7.84068373881e-09,2.85369029623e-10,1.0,2228.0,0.0,2.0,0.0,3.72529029846e-09,49.0
146,7,22  9 23  8  0  0.0,0.000305246561766,3.29691829393e-12,0.0,58.0,41.34375,4.79769984346e-09,-0.193506451726,2.34693288803e-06,0.0163934364682,8.98167490959e-06,5153.63441086,460800.0,1.49011611938e-08,-2.66226988559,2.45869159698e-07,0.950954498752,204.46875,-2.24175870213,-8.3910638072e-09,5.67880797372e-10,1.0,2228.0,0.0,2.0,0.0,-1.11758708954e-08,58.0
147,8,22  9 23  8  0  0.0,8.57994891703e-05,1.5916157281e-12,0.0,98.0,-0.96875,4.40518349357e-09,2.68270686871,5.58793544769e-08,0.00753700232599,1.1520460248e-05,5153.59605598,460800.0,-1.86264514923e-07,-0.594630127543,-4.842877388e-08,0.962140878858,156.8125,0.164668392357,-7.78353850134e-09,3.27513642258e-10,1.0,2228.0,0.0,2.0,0.0,5.12227416039e-09,98.0
148,9,22  9 23  8  0  0.0,0.000292535405606,4.88853402203e-12,0.0,15.0,-93.84375,4.29910764652e-09,3.11311626122,4.71249222755e-06,0.00250935426448,1.02538615465e-05,5153.76171684,460800.0,-2.60770320892e-08,2.54970483328,-2.98023223877e-08,0.955155111484,180.21875,1.90361260364,-7.85889878325e-09,2.16080429189e-10,1.0,2228.0,0.0,2.0,0.0,1.39698386192e-09,15.0
149,10,22  9 23  8  0  0.0,4.5015476644e-06,1.70530256582e-12,0.0,53.0,-49.8125,4.45197115675e-09,-1.55440088601,2.57231295109e-06,0.00792117149103,2.69338488579e-06,5153.68081474,460800.0,9.49949026108e-08,1.51995812854,-1.15483999252e-07,0.974840761825,336.375,-2.51115347185,-8.20319883902e-09,2.1108022091e-10,1.0,2228.0,0.0,2.8,0.0,2.32830643654e-09,53.0
150,11,22  9 23  8  0  0.0,1.87726691365e-05,3.29691829393e-12,0.0,185.0,89.71875,4.48268672189e-09,2.35760990732,4.7106295824e-06,0.000735108274967,6.66454434395e-06,5153.64410019,460800.0,-7.07805156708e-08,0.528355055332,7.45058059692e-08,0.964007250726,253.25,-3.11806247794,-8.15105380982e-09,3.00726812193e-10,1.0,2228.0,0.0,2.0,0.0,-8.38190317154e-09,953.0
151,12,22  9 23  8  0  0.0,0.000282766763121,6.02540239925e-12,0.0,52.0,-18.03125,4.84948771491e-09,-0.898993292896,7.15255737305e-07,0.00850095378701,5.12599945068e-06,5153.72933579,460800.0,-9.31322574615e-08,-1.54811936593,1.50874257088e-07,0.967500903907,290.1875,1.31710498788,-8.33499004293e-09,1.61078138122e-10,1.0,2228.0,0.0,2.0,0.0,-1.25728547573e-08,52.0
152,13,22  9 23  8  0  0.0,0.000392837449908,7.16227077646e-12,0.0,59.0,-65.625,3.90837708531e-09,2.20987659405,3.48314642906e-06,0.00648139126133,1.10995024443e-05,5153.68673325,460800.0,-1.11758708954e-08,2.70602000729,-1.28522515297e-07,0.969409878875,170.6875,0.936990012344,-7.70817821942e-09,5.57166065346e-11,1.0,2228.0,0.0,2.0,0.0,-1.11758708954e-08,59.0
153,14,22  9 23  8  0  0.0,0.000101430341601,3.06954461848e-12,0.0,103.0,-16.6875,5.16378652101e-09,-0.957655456457,8.9593231678e-07,0.00230874109548,4.27663326263e-06,5153.64990807,460800.0,3.72529029846e-08,-1.58292381527,-2.60770320892e-08,0.95088572551,290.03125,-3.03240897697,-8.44249452093e-09,1.02861427449e-10,1.0,2228.0,0.0,2.0,0.0,-7.91624188423e-09,103.0
154,15,22  9 23  8  0  0.0,2.67182476819e-05,3.06954461848e-12,0.0,59.0,-99.28125,4.94984903822e-09,1.70700421699,5.39794564247e-06,0.0146007901058,9.5758587122e-06,5153.62716675,460800.0,-1.82539224625e-07,2.43786663914,-2.84984707832e-07,0.931110737688,184.75,1.13602076019,-8.31713215622e-09,2.76440086268e-10,1.0,2228.0,0.0,2.0,0.0,-1.07102096081e-08,59.0
155,16,22  9 23  8  0  0.0,0.000524838920683,9.09494701773e-13,0.0,101.0,-20.375,4.75626954629e-09,-2.68081579986,1.3317912817e-06,0.012785235187,5.17256557941e-06,5153.70628357,460800.0,7.82310962677e-08,-1.52964882852,-2.10478901863e-07,0.967330272069,284.8125,0.733122415526,-8.01640534403e-09,1.33576992589e-10,1.0,2228.0,0.0,2.0,0.0,-1.02445483208e-08,101.0
156,17,22  9 23  8  0  0.0,0.000661930534989,3.75166564481e-12,0.0,109.0,-4.1875,3.96980821559e-09,2.69959728929,1.15483999252e-07,0.0137225702638,1.12652778626e-05,5153.62645149,460800.0,1.88127160072e-07,-0.509423880121,-8.19563865662e-08,0.977563640044,166.5625,-1.47981730662,-7.46138222509e-09,3.83944564261e-10,1.0,2228.0,0.0,2.0,0.0,-1.11758708954e-08,109.0
157,18,22  9 23  8  0  0.0,3.90815548599e-05,1.29602995003e-11,0.0,167.0,93.84375,4.36125309227e-09,0.713443586772,4.79444861412e-06,0.00285385514144,6.31250441074e-06,5153.72335243,460800.0,4.28408384323e-08,0.494304141935,-1.49011611938e-08,0.972615424971,260.5,3.07556349791,-8.10140888477e-09,2.18937691062e-10,1.0,2228.0,0.0,2.0,0.0,-8.38190317154e-09,423.0
158,19,22  9 23  8  0  0.0,0.000214426778257,5.00222085975e-12,0.0,78.0,6.1875,4.03338229228e-09,-1.43221885163,3.83704900742e-07,0.00912357121706,1.18296593428e-05,5153.72655106,460800.0,-2.14204192162e-07,-0.464731576267,-1.86264514923e-08,0.97650505643,164.03125,2.1816415539,-7.77818113532e-09,2.21437795202e-10,1.0,2228.0,0.0,2.0,0.0,-1.53668224812e-08,78.0
159,20,22  9 23  8  0  0.0,0.000484138727188,3.06954461848e-12,0.0,66.0,-8.3125,5.21557439247e-09,1.53779952926,3.31550836563e-07,0.00476392731071,1.84029340744e-06,5153.65523338,460800.0,2.98023223877e-08,1.36123164568,7.82310962677e-08,0.944498173134,336.46875,-3.0905832632,-8.68464746471e-09,1.51792037033e-10,1.0,2228.0,0.0,2.0,0.0,-8.38190317154e-09,66.0
160,21,22  9 23  8  0  0.0,0.000159079674631,5.68434188608e-13,0.0,76.0,113.34375,4.47875798682e-09,2.70395612539,5.98467886448e-06,0.0243588034064,7.98515975475e-06,5153.70938301,460800.0,3.72529029846e-07,0.392902750617,3.91155481339e-07,0.961067449551,217.75,-0.892160170784,-7.88604277105e-09,2.08937274505e-10,1.0,2228.0,0.0,2.0,0.0,-1.02445483208e-08,76.0
161,22,22  9 23  8  0  0.0,0.000332882162183,6.8212102633e-12,0.0,22.0,-88.21875,4.00838125088e-09,2.48062380666,4.49642539024e-06,0.0134475649102,1.1570751667e-05,5153.74771118,460800.0,1.49011611938e-07,2.65281668451,-9.685754776e-08,0.962135878604,151.53125,-1.84471512532,-7.54317134622e-09,7.60745973838e-11,1.0,2228.0,0.0,2.0,0.0,-7.91624188423e-09,22.0
162,23,22  9 23  8  0  0.0,3.47383320332e-07,4.54747350886e-13,0.0,222.0,-42.5,4.66019411579e-09,-0.319898144059,2.36555933952e-06,0.00266672519501,2.72132456303e-06,5153.61910057,460800.0,5.02914190292e-08,1.49398060067,-3.16649675369e-08,0.96993640211,335.8125,3.01236282704,-8.37892044424e-09,2.7322566666e-10,1.0,2228.0,0.0,2.8,0.0,-8.38190317154e-09,734.0
163,24,22  9 23  8  0  0.0,0.000125737395138,1.34150468512e-11,0.0,103.0,50.875,5.06949687918e-09,0.758701674193,2.66171991825e-06,0.0130462917732,9.22568142414e-06,5153.6758976,460800.0,-2.04890966415e-07,-2.74870042574,1.19209289551e-07,0.934541431265,189.59375,0.839373732839,-8.44178020546e-09,3.71444043564e-10,1.0,2228.0,0.0,2.0,0.0,2.79396772385e-09,103.0
164,25,22  9 23  8  0  0.0,0.000375007279217,3.97903932026e-12,0.0,100.0,-14.53125,5.13021369399e-09,-1.07908674029,4.95463609695e-07,0.0105493704323,4.50760126114e-06,5153.60594368,460800.0,1.30385160446e-07,-1.62756697678,2.34693288803e-07,0.955062334683,290.0625,1.00367285688,-8.43820862812e-09,1.26076680171e-10,1.0,2228.0,0.0,2.0,0.0,5.58793544769e-09,100.0
165,26,22  9 23  8  0  0.0,0.0002296930179,1.5916157281e-12,0.0,12.0,-8.65625,5.50915804997e-09,-1.83395562471,7.7486038208e-07,0.00715074758045,4.21516597271e-06,5153.55251312,460800.0,1.86264514923e-08,-1.67868823213,-9.49949026108e-08,0.935888585711,283.40625,0.375481820348,-8.53606984729e-09,1.78578867098e-11,1.0,2228.0,0.0,2.0,0.0,6.98491930962e-09,12.0
166,27,22  9 23  8  0  0.0,0.000208240002394,4.77484718431e-12,0.0,38.0,3.8125,4.12017162169e-09,2.69036839891,1.89989805222e-07,0.0106047018198,1.17737799883e-05,5153.66353989,460800.0,-7.63684511185e-08,-0.573379513273,-1.84401869774e-07,0.970953866023,156.65625,0.687237317027,-7.56924386082e-09,3.21799118511e-10,1.0,2228.0,0.0,2.0,0.0,1.39698386192e-09,38.0
167,28,22  9 23  8  0  0.0,0.000336242374033,3.06954461848e-12,0.0,58.0,-22.78125,4.71626788006e-09,3.12504599681,1.24983489513e-06,0.0164584289305,4.44054603577e-06,5153.65435982,460800.0,2.32830643654e-07,-1.52625048006,1.73225998878e-07,0.966525279452,292.8125,-1.26105885831,-7.97068915405e-09,1.75007289756e-10,1.0,2228.0,0.0,2.0,63.0,-1.11758708954e-08,58.0
168,29,22  9 23  8  0  0.0,0.000553914345801,3.18323145621e-12,0.0,30.0,16.21875,4.04802575938e-09,2.59170493338,9.01520252228e-07,0.00221793376841,1.10771507025e-05,5153.64612198,460800.0,7.45058059692e-08,-0.495919681868,6.89178705216e-08,0.979701547062,177.15625,2.45920924462,-7.67960560068e-09,2.55010622216e-10,1.0,2228.0,0.0,2.0,0.0,-1.02445483208e-08,30.0
169,30,22  9 23  8  0  0.0,0.000537108629942,2.27373675443e-13,0.0,39.0,47.375,5.02699510881e-09,-0.297751333007,2.56299972534e-06,0.0059419615427,8.57934355736e-06,5153.7096653,460800.0,8.75443220139e-08,-2.65244684858,5.40167093277e-08,0.936085665645,200.59375,-2.65545285557,-8.36534845034e-09,5.52880172535e-10,1.0,2228.0,0.0,2.0,0.0,3.72529029846e-09,39.0
170,31,22  9 23  8  0  0.0,0.000194343272597,1.36424205266e-12,0.0,95.0,44.71875,4.65912264259e-09,-0.724022064437,2.50153243542e-06,0.0105457204627,8.25338065624e-06,5153.58353424,460800.0,2.51457095146e-07,-2.64329076031,7.264316082e-08,0.955106336333,212.1875,0.429405893611,-8.17426906255e-09,5.5752322308e-10,1.0,2228.0,0.0,2.8,0.0,-1.35041773319e-08,95.0
171,32,22  9 23  8  0  0.0,0.000241674482822,1.14823706099e-11,0.0,39.0,-85.59375,4.09195616069e-09,-2.88178660529,4.32878732681e-06,0.00609458622057,1.11535191536e-05,5153.65804291,460800.0,3.72529029846e-09,2.5618309393,-2.79396772385e-08,0.958913601115,159.875,-2.29348892054,-7.7424653619e-09,1.07147320259e-10,1.0,2228.0,0.0,2.0,0.0,4.65661287308e-10,39.0
172,23,22  9 23  8 44 32.0,3.45055013895e-07,4.54747350886e-13,0.0,223.0,-42.4375,4.7062674635e-09,0.0698469724925,2.44192779064e-06,0.00266671204008,2.58907675743e-06,5153.6190815,463472.0,2.60770320892e-08,1.49395821802,-9.31322574616e-09,0.969935566784,335.75,3.01236425631,-8.40106422376e-09,2.77868717205e-10,1.0,2228.0,0.0,2.0,0.0,-8.38190317154e-09,735.0
173,1,22  9 23  9 59 44.0,0.000279125291854,6.36646291241e-12,0.0,15.0,101.71875,4.084813006e-09,1.4844780773,5.23775815964e-06,0.0119914326351,7.46734440327e-06,5153.65920067,467984.0,-2.81259417534e-07,0.489665980645,3.35276126862e-08,0.988780004119,251.0,0.943644984681,-8.01211945122e-09,3.77515725045e-10,1.0,2228.0,0.0,2.0,0.0,5.12227416039e-09,15.0
174,2,22  9 23  9 59 44.0,0.000645047053695,1.36424205266e-12,0.0,11.0,83.53125,4.49054419205e-09,1.01676462341,4.15183603764e-06,0.0200067246333,8.23847949505e-06,5154.89614296,467984.0,-2.83122062683e-07,0.395924394743,-3.74391674995e-07,0.966754925406,227.21875,-1.39319625795,-8.29105964163e-09,3.46085844436e-10,1.0,2228.0,0.0,2.0,0.0,-1.72294676304e-08,11.0
175,3,22  9 23  9 59 44.0,0.000355371739715,5.57065504836e-12,0.0,19.0,-40.40625,4.65376527657e-09,0.381804650302,2.09361314774e-06,0.00451702030841,2.38604843616e-06,5153.54587936,467984.0,-4.28408384323e-08,1.52260478141,6.89178705216e-08,0.975054530729,339.8125,1.0601202122,-8.44570894053e-09,2.50010413937e-10,1.0,2228.0,0.0,2.0,0.0,1.86264514923e-09,19.0
176,5,22  9 23  9 59 44.0,9.77264717221e-05,1.47792889038e-12,0.0,16.0,-30.15625,4.84055877156e-09,-2.27904846349,1.53295695782e-06,0.0061090036761,1.79186463356e-06,5153.7871685,467984.0,1.13621354103e-07,1.47928219166,2.23517417908e-08,0.962082208529,345.0,1.11403146884,-8.39820696189e-09,8.78608026122e-11,1.0,2228.0,0.0,2.0,0.0,-1.11758708954e-08,16.0
177,12,22  9 23  9 59 44.0,0.000282810069621,6.02540239925e-12,0.0,1.0,-18.875,4.75126933801e-09,0.148823394977,1.2218952179e-06,0.00850076216739,4.90061938763e-06,5153.72900772,467984.0,-1.28522515297e-07,-1.54817950211,4.28408384323e-08,0.967499723333,291.75,1.31710356446,-8.36570560808e-09,1.72150027882e-10,1.0,2228.0,0.0,2.0,0.0,-1.25728547573e-08,1.0
178,16,22  9 23  9 59 44.0,0.000524845439941,9.09494701773e-13,0.0,3.0,-20.0,4.64769359509e-09,-1.63299338173,1.15111470222e-06,0.0127852755832,4.64729964733e-06,5153.70609856,467984.0,1.95577740669e-07,-1.52970663865,-1.30385160446e-07,0.96732956109,285.28125,0.73312877483,-8.05033532878e-09,1.04290058385e-10,1.0,2228.0,0.0,2.0,0.0,-1.02445483208e-08,3.0
179,24,22  9 23  9 59 44.0,0.000125641003251,1.34150468512e-11,0.0,43.0,39.9375,4.96663545173e-09,1.80641030362,1.98371708393e-06,0.0130470673321,9.69879329205e-06,5153.67962265,467984.0,-3.18512320519e-07,-2.74876143674,-7.82310962677e-08,0.934544558983,180.375,0.839513432738,-8.32070373357e-09,4.47518640948e-10,1.0,2228.0,0.0,2.0,0.0,2.79396772385e-09,43.0
180,30,22  9 23  9 59 44.0,0.000537109561264,2.27373675443e-13,0.0,37.0,42.6875,5.00985153757e-09,0.750071595675,2.37300992012e-06,0.00594121636823,8.79354774952e-06,5153.70828247,467984.0,-4.65661287308e-08,-2.65250618892,1.28522515297e-07,0.936089676967,196.75,-2.6554465109,-8.2803449096e-09,4.71091051405e-10,1.0,2228.0,0.0,2.0,0.0,3.72529029846e-09,37.0
181,31,22  9 23  9 59 44.0,0.000194353982806,1.36424205266e-12,0.0,5.0,47.71875,4.62090676503e-09,0.323883761962,2.65799462795e-06,0.0105463177897,8.27200710774e-06,5153.58468437,467984.0,1.13621354103e-07,-2.64334967348,2.14204192162e-07,0.955110052144,215.3125,0.429402808316,-8.20819904729e-09,5.16092925913e-10,1.0,2228.0,0.0,2.0,0.0,-1.35041773319e-08,5.0
182,2,22  9 23 10  0  0.0,0.000645046588033,1.36424205266e-12,0.0,98.0,83.53125,4.49054419205e-09,1.01909674305,4.15183603764e-06,0.0200067245169,8.23847949505e-06,5154.89613724,468000.0,-2.83122062683e-07,0.395924280636,-3.74391674995e-07,0.966754906388,227.21875,-1.39319629891,-8.29105964163e-09,3.46085844436e-10,1.0,2228.0,0.0,2.8,0.0,-1.72294676304e-08,98.0
183,4,22  9 23 10  0  0.0,0.00011450285092,5.68434188608e-12,0.0,71.0,-89.78125,4.24017662038e-09,-2.88612109551,4.67710196972e-06,0.00202069187071,1.14310532808e-05,5153.75727653,468000.0,-1.11758708954e-08,2.60435293981,7.45058059692e-09,0.962073454427,158.28125,-3.09781775298,-7.84104089654e-09,1.91079387795e-10,1.0,2228.0,0.0,2.0,0.0,-4.65661287308e-09,583.0
184,6,22  9 23 10  0  0.0,0.000469939783215,1.20508047985e-11,0.0,67.0,92.8125,3.98945189097e-09,1.69802171566,4.87454235554e-06,0.00244554027449,7.6312571764e-06,5153.52578354,468000.0,0.0,0.4813971361,-8.75443220139e-08,0.988087749821,243.71875,-0.894254983161,-7.83675500373e-09,2.99298181256e-10,1.0,2228.0,0.0,2.0,0.0,3.72529029846e-09,67.0
185,7,22  9 23 10  0  0.0,0.000305223278701,3.29691829393e-12,0.0,59.0,39.6875,4.72698261208e-09,0.85666921642,2.24635004997e-06,0.0163938496262,9.30391252041e-06,5153.63549233,468000.0,-2.21654772759e-07,-2.66232877535,8.94069671631e-08,0.950958043402,198.28125,-2.24172828807,-8.29855995405e-09,3.50728894981e-10,1.0,2228.0,0.0,2.0,0.0,-1.11758708954e-08,59.0
186,8,22  9 23 10  0  0.0,8.58106650412e-05,1.5916157281e-12,0.0,99.0,4.40625,4.30232206613e-09,-2.55021553067,1.15483999252e-07,0.00753632734995,1.15986913443e-05,5153.59732246,468000.0,-1.15483999252e-07,-0.594686113418,-1.32247805595e-07,0.962138649371,160.03125,0.164632621084,-7.77282376931e-09,3.03584074067e-10,1.0,2228.0,0.0,2.0,0.0,5.12227416039e-09,99.0
187,9,22  9 23 10  0  0.0,0.000292500015348,4.88853402203e-12,0.0,16.0,-96.0,4.39482591928e-09,-2.12008368298,5.02914190292e-06,0.00250892085023,1.05872750282e-05,5153.76211929,468000.0,4.09781932831e-08,2.54964839683,6.14672899246e-08,0.955153003419,172.6875,1.90375202705,-7.94533095493e-09,2.80368821344e-10,1.0,2228.0,0.0,2.0,0.0,1.39698386192e-09,16.0
188,10,22  9 23 10  0  0.0,4.51365485787e-06,1.70530256582e-12,0.0,66.0,-44.28125,4.64305054455e-09,-0.504310409433,2.4251639843e-06,0.00792097626254,2.62260437012e-06,5153.6795063,468000.0,2.23517417908e-08,1.51989888621,1.08033418655e-07,0.974838004224,335.0625,-2.51106691538,-8.42392231875e-09,2.9108355337e-10,1.0,2228.0,0.0,2.8,0.0,2.32830643654e-09,66.0
189,11,22  9 23 10  0  0.0,1.87959522009e-05,3.29691829393e-12,0.0,186.0,94.90625,4.51625954891e-09,-2.8748192151,4.95463609695e-06,0.000736777437851,7.18422234058e-06,5153.64086151,468000.0,-6.89178705216e-08,0.52829647424,-1.30385160446e-08,0.964009762556,242.0625,-3.1186188096,-8.09712299196e-09,3.27156484524e-10,1.0,2228.0,0.0,2.0,0.0,-8.38190317154e-09,954.0
190,12,22  9 23 10  0  0.0,0.000282810069621,6.02540239925e-12,0.0,53.0,-18.875,4.75126933801e-09,0.151156847329,1.2218952179e-06,0.00850076158531,4.90061938763e-06,5153.72900581,468000.0,-1.28522515297e-07,-1.54817963084,4.28408384323e-08,0.967499710166,291.75,1.31710384826,-8.36570560808e-09,1.72150027882e-10,1.0,2228.0,0.0,2.0,0.0,-1.25728547573e-08,53.0
191,13,22  9 23 10  0  0.0,0.000392889138311,7.16227077646e-12,0.0,60.0,-77.625,3.9469501206e-09,-3.0230690511,3.93576920033e-06,0.00648299546447,1.11702829599e-05,5153.68364143,468000.0,3.16649675369e-08,2.70596520345,-2.23517417908e-08,0.969409734046,167.71875,0.936919498229,-7.61317426212e-09,8.9289433549e-11,1.0,2228.0,0.0,2.0,0.0,-1.11758708954e-08,60.0
192,14,22  9 23 10  0  0.0,0.000101408921182,3.06954461848e-12,0.0,104.0,-14.75,5.15342894672e-09,0.0924685004613,7.20843672752e-07,0.00230850058142,4.42378222942e-06,5153.64935112,468000.0,4.842877388e-08,-1.58298462585,9.31322574616e-09,0.950884860925,288.9375,-3.03233266092,-8.4599952499e-09,1.15361948145e-10,1.0,2228.0,0.0,2.0,0.0,-7.91624188423e-09,104.0
